EVENT,BOUT,FIGHTER,KD,SIG.STR._L,SIG.STR._A,TOTAL STR._L,TOTAL STR._A,TD_L,TD_A,SUB.ATT,REV.,CTRL_sec,BOUT_N,FIGHTER_N,EVENT_N,RESULT,WEIGHTCLASS,METHOD,ROUND_END,TIME_END,TIME FORMAT,REFEREE,DETAILS,URL,GLOVE_WINDOW
UFC Fight Night: Moreno vs. Royval 2,Claudio Puelles vs. Fares Ziam,Claudio Puelles,0,4,9,17,27,7,13,0,0,434,Claudio Puelles vs. Fares Ziam,Claudio Puelles,UFC Fight Night: Moreno vs. Royval 2,L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30.Raul Salas 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/a376f6d5806d0c90,1
UFC Fight Night: Moreno vs. Royval 2,Claudio Puelles vs. Fares Ziam,Fares Ziam,0,31,48,58,82,0,0,1,2,270,Claudio Puelles vs. Fares Ziam,Fares Ziam,UFC Fight Night: Moreno vs. Royval 2,W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30.Raul Salas 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/a376f6d5806d0c90,1
UFC Fight Night: Moreno vs. Royval 2,Ronaldo Rodriguez vs. Denys Bondar,Denys Bondar,0,41,63,46,77,4,6,0,1,172,Ronaldo Rodriguez vs. Denys Bondar,Denys Bondar,UFC Fight Night: Moreno vs. Royval 2,L,Flyweight Bout,Submission ,2,4:59,3 Rnd (5-5-5),Mike Beltran,Rear Naked Choke ,http://ufcstats.com/fight-details/5e8c710f9f27aff8,1
UFC Fight Night: Moreno vs. Royval 2,Ronaldo Rodriguez vs. Denys Bondar,Ronaldo Rodriguez,0,31,69,50,93,0,0,1,3,176,Ronaldo Rodriguez vs. Denys Bondar,Ronaldo Rodriguez,UFC Fight Night: Moreno vs. Royval 2,W,Flyweight Bout,Submission ,2,4:59,3 Rnd (5-5-5),Mike Beltran,Rear Naked Choke ,http://ufcstats.com/fight-details/5e8c710f9f27aff8,1
UFC Fight Night: Moreno vs. Royval 2,Victor Altamirano vs. Felipe dos Santos,Felipe dos Santos,0,37,87,62,120,0,0,1,0,51,Victor Altamirano vs. Felipe dos Santos,Felipe dos Santos,UFC Fight Night: Moreno vs. Royval 2,W,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Bladimir Puga,Miguel Jimenez 30 - 27.Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/93ddc6b233d1956a,1
UFC Fight Night: Moreno vs. Royval 2,Victor Altamirano vs. Felipe dos Santos,Victor Altamirano,0,40,74,52,97,9,11,0,0,302,Victor Altamirano vs. Felipe dos Santos,Victor Altamirano,UFC Fight Night: Moreno vs. Royval 2,L,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Bladimir Puga,Miguel Jimenez 30 - 27.Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/93ddc6b233d1956a,1
UFC Fight Night: Moreno vs. Royval 2,Erik Silva vs. Muhammad Naimov,Erik Silva,0,0,1,0,1,0,0,0,0,13,Erik Silva vs. Muhammad Naimov,Erik Silva,UFC Fight Night: Moreno vs. Royval 2,L,Featherweight Bout,KO/TKO ,1,0:44,3 Rnd (5-5-5),Fernando Salas Navarro,to On GroundLeg Injury to Silva,http://ufcstats.com/fight-details/50dae6b76c9c6490,1
UFC Fight Night: Moreno vs. Royval 2,Erik Silva vs. Muhammad Naimov,Muhammad Naimov,0,1,2,3,4,1,1,0,0,11,Erik Silva vs. Muhammad Naimov,Muhammad Naimov,UFC Fight Night: Moreno vs. Royval 2,W,Featherweight Bout,KO/TKO ,1,0:44,3 Rnd (5-5-5),Fernando Salas Navarro,to On GroundLeg Injury to Silva,http://ufcstats.com/fight-details/50dae6b76c9c6490,1
UFC 298: Volkanovski vs. Topuria,Alexander Volkanovski vs. Ilia Topuria,Alexander Volkanovski,0,47,107,47,107,0,0,0,0,0,Alexander Volkanovski vs. Ilia Topuria,Alexander Volkanovski,UFC 298: Volkanovski vs. Topuria,L,UFC Featherweight Title Bout,KO/TKO ,2,3:32,5 Rnd (5-5-5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/bec3154a11df3299,1
UFC 298: Volkanovski vs. Topuria,Alexander Volkanovski vs. Ilia Topuria,Ilia Topuria,1,35,77,36,78,0,0,0,0,3,Alexander Volkanovski vs. Ilia Topuria,Ilia Topuria,UFC 298: Volkanovski vs. Topuria,W,UFC Featherweight Title Bout,KO/TKO ,2,3:32,5 Rnd (5-5-5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/bec3154a11df3299,1
UFC 298: Volkanovski vs. Topuria,Robert Whittaker vs. Paulo Costa,Paulo Costa,0,67,151,67,151,0,0,0,0,0,Robert Whittaker vs. Paulo Costa,Paulo Costa,UFC 298: Volkanovski vs. Topuria,L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Ron McCarthy 28 - 29.Eliot Kelly 28 - 29.Mike Bell 27 - 30.,http://ufcstats.com/fight-details/01432891260084a4,1
UFC 298: Volkanovski vs. Topuria,Robert Whittaker vs. Paulo Costa,Robert Whittaker,0,95,175,95,175,0,1,0,0,0,Robert Whittaker vs. Paulo Costa,Robert Whittaker,UFC 298: Volkanovski vs. Topuria,W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Ron McCarthy 28 - 29.Eliot Kelly 28 - 29.Mike Bell 27 - 30.,http://ufcstats.com/fight-details/01432891260084a4,1
UFC 298: Volkanovski vs. Topuria,Geoff Neal vs. Ian Machado Garry,Geoff Neal,0,46,89,57,102,0,0,0,0,225,Geoff Neal vs. Ian Machado Garry,Geoff Neal,UFC 298: Volkanovski vs. Topuria,L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Frank Trigg,Felicia Oh 27 - 30.Derek Cleary 29 - 28.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/8fb0092430448368,1
UFC 298: Volkanovski vs. Topuria,Geoff Neal vs. Ian Machado Garry,Ian Machado Garry,0,67,135,80,148,0,0,0,0,12,Geoff Neal vs. Ian Machado Garry,Ian Machado Garry,UFC 298: Volkanovski vs. Topuria,W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Frank Trigg,Felicia Oh 27 - 30.Derek Cleary 29 - 28.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/8fb0092430448368,1
UFC 298: Volkanovski vs. Topuria,Merab Dvalishvili vs. Henry Cejudo,Henry Cejudo,0,29,78,54,106,1,7,0,0,125,Merab Dvalishvili vs. Henry Cejudo,Henry Cejudo,UFC 298: Volkanovski vs. Topuria,L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jonathan Romero,Mike Bell 28 - 29.RaphaelDavis 28 - 29.Chris Leben 28 - 29.,http://ufcstats.com/fight-details/9785420602b452f7,1
UFC 298: Volkanovski vs. Topuria,Merab Dvalishvili vs. Henry Cejudo,Merab Dvalishvili,0,74,172,167,273,5,11,1,0,263,Merab Dvalishvili vs. Henry Cejudo,Merab Dvalishvili,UFC 298: Volkanovski vs. Topuria,W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jonathan Romero,Mike Bell 28 - 29.RaphaelDavis 28 - 29.Chris Leben 28 - 29.,http://ufcstats.com/fight-details/9785420602b452f7,1
UFC 298: Volkanovski vs. Topuria,Anthony Hernandez vs. Roman Kopylov,Anthony Hernandez,0,34,77,39,82,3,14,2,0,245,Anthony Hernandez vs. Roman Kopylov,Anthony Hernandez,UFC 298: Volkanovski vs. Topuria,W,Middleweight Bout,Submission ,2,3:23,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/f87a3fa07f0009c9,1
UFC 298: Volkanovski vs. Topuria,Anthony Hernandez vs. Roman Kopylov,Roman Kopylov,0,35,57,41,63,0,0,0,0,0,Anthony Hernandez vs. Roman Kopylov,Roman Kopylov,UFC 298: Volkanovski vs. Topuria,L,Middleweight Bout,Submission ,2,3:23,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/f87a3fa07f0009c9,1
UFC 298: Volkanovski vs. Topuria,Amanda Lemos vs. Mackenzie Dern,Amanda Lemos,1,41,80,47,86,2,2,0,0,242,Amanda Lemos vs. Mackenzie Dern,Amanda Lemos,UFC 298: Volkanovski vs. Topuria,W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/2aeb3ec2d8c05dc8,1
UFC 298: Volkanovski vs. Topuria,Amanda Lemos vs. Mackenzie Dern,Mackenzie Dern,0,21,54,50,85,1,3,0,2,360,Amanda Lemos vs. Mackenzie Dern,Mackenzie Dern,UFC 298: Volkanovski vs. Topuria,L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/2aeb3ec2d8c05dc8,1
UFC 298: Volkanovski vs. Topuria,Marcos Rogerio de Lima vs. Junior Tafa,Junior Tafa,0,11,27,17,33,0,0,0,0,0,Marcos Rogerio de Lima vs. Junior Tafa,Junior Tafa,UFC 298: Volkanovski vs. Topuria,L,Heavyweight Bout,KO/TKO ,2,1:14,3 Rnd (5-5-5),Frank Trigg,Kick to Leg At Distance ,http://ufcstats.com/fight-details/1456a3f96ac7e35b,1
UFC 298: Volkanovski vs. Topuria,Marcos Rogerio de Lima vs. Junior Tafa,Marcos Rogerio de Lima,1,33,46,63,78,1,3,0,0,206,Marcos Rogerio de Lima vs. Junior Tafa,Marcos Rogerio de Lima,UFC 298: Volkanovski vs. Topuria,W,Heavyweight Bout,KO/TKO ,2,1:14,3 Rnd (5-5-5),Frank Trigg,Kick to Leg At Distance ,http://ufcstats.com/fight-details/1456a3f96ac7e35b,1
UFC 298: Volkanovski vs. Topuria,Rinya Nakamura vs. Carlos Vera,Carlos Vera,0,12,25,55,79,0,0,0,0,0,Rinya Nakamura vs. Carlos Vera,Carlos Vera,UFC 298: Volkanovski vs. Topuria,L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jonathan Romero,Ron McCarthy 27 - 30.RaphaelDavis 27 - 30.Chris Leben 27 - 30.,http://ufcstats.com/fight-details/e92fb5c609e20b49,1
UFC 298: Volkanovski vs. Topuria,Rinya Nakamura vs. Carlos Vera,Rinya Nakamura,0,38,70,73,114,3,3,0,0,783,Rinya Nakamura vs. Carlos Vera,Rinya Nakamura,UFC 298: Volkanovski vs. Topuria,W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jonathan Romero,Ron McCarthy 27 - 30.RaphaelDavis 27 - 30.Chris Leben 27 - 30.,http://ufcstats.com/fight-details/e92fb5c609e20b49,1
UFC 298: Volkanovski vs. Topuria,Zhang Mingyang vs. Brendson Ribeiro,Brendson Ribeiro,0,14,31,14,31,0,0,0,0,0,Zhang Mingyang vs. Brendson Ribeiro,Brendson Ribeiro,UFC 298: Volkanovski vs. Topuria,L,Light Heavyweight Bout,KO/TKO ,1,1:41,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance ,http://ufcstats.com/fight-details/aeb3e4d9710207a4,1
UFC 298: Volkanovski vs. Topuria,Zhang Mingyang vs. Brendson Ribeiro,Zhang Mingyang,1,17,28,17,28,0,0,0,0,2,Zhang Mingyang vs. Brendson Ribeiro,Zhang Mingyang,UFC 298: Volkanovski vs. Topuria,W,Light Heavyweight Bout,KO/TKO ,1,1:41,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance ,http://ufcstats.com/fight-details/aeb3e4d9710207a4,1
UFC 298: Volkanovski vs. Topuria,Josh Quinlan vs. Danny Barlow,Danny Barlow,1,95,185,96,186,0,0,0,0,13,Josh Quinlan vs. Danny Barlow,Danny Barlow,UFC 298: Volkanovski vs. Topuria,W,Welterweight Bout,KO/TKO ,3,1:18,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/ef13ed466e0b42d8,1
UFC 298: Volkanovski vs. Topuria,Josh Quinlan vs. Danny Barlow,Josh Quinlan,0,39,90,39,90,0,1,0,0,0,Josh Quinlan vs. Danny Barlow,Josh Quinlan,UFC 298: Volkanovski vs. Topuria,L,Welterweight Bout,KO/TKO ,3,1:18,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/ef13ed466e0b42d8,1
UFC 298: Volkanovski vs. Topuria,Oban Elliott vs. Val Woodburn,Oban Elliott,0,70,111,136,188,3,5,0,0,538,Oban Elliott vs. Val Woodburn,Oban Elliott,UFC 298: Volkanovski vs. Topuria,W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jonathan Romero,Mike Bell 27 - 30.Chris Leben 27 - 30.Eliot Kelly 28 - 29.,http://ufcstats.com/fight-details/9ddaa62cc806958d,1
UFC 298: Volkanovski vs. Topuria,Oban Elliott vs. Val Woodburn,Val Woodburn,1,23,61,30,70,2,2,0,1,116,Oban Elliott vs. Val Woodburn,Val Woodburn,UFC 298: Volkanovski vs. Topuria,L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jonathan Romero,Mike Bell 27 - 30.Chris Leben 27 - 30.Eliot Kelly 28 - 29.,http://ufcstats.com/fight-details/9ddaa62cc806958d,1
UFC 298: Volkanovski vs. Topuria,Andrea Lee vs. Miranda Maverick,Andrea Lee,0,36,102,59,126,2,3,1,0,42,Andrea Lee vs. Miranda Maverick,Andrea Lee,UFC 298: Volkanovski vs. Topuria,L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Frank Trigg,Felicia Oh 27 - 30.RaphaelDavis 27 - 30.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/b7d238437d6644ce,1
UFC 298: Volkanovski vs. Topuria,Andrea Lee vs. Miranda Maverick,Miranda Maverick,0,66,136,106,180,3,8,0,0,185,Andrea Lee vs. Miranda Maverick,Miranda Maverick,UFC 298: Volkanovski vs. Topuria,W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Frank Trigg,Felicia Oh 27 - 30.RaphaelDavis 27 - 30.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/b7d238437d6644ce,1
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer,Jack Hermansson,0,121,235,188,327,1,2,0,0,188,Jack Hermansson vs. Joe Pyfer,Jack Hermansson,UFC Fight Night: Hermansson vs. Pyfer,W,Middleweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Mike Bell 47 - 48.Sal D'amato 47 - 48.Chris Lee 47 - 48.,http://ufcstats.com/fight-details/406f2aacd1d1faf9,1
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer,Joe Pyfer,0,92,250,95,254,0,6,0,0,50,Jack Hermansson vs. Joe Pyfer,Joe Pyfer,UFC Fight Night: Hermansson vs. Pyfer,L,Middleweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Mike Bell 47 - 48.Sal D'amato 47 - 48.Chris Lee 47 - 48.,http://ufcstats.com/fight-details/406f2aacd1d1faf9,1
UFC Fight Night: Hermansson vs. Pyfer,Dan Ige vs. Andre Fili,Andre Fili,0,8,33,8,33,0,0,0,0,0,Dan Ige vs. Andre Fili,Andre Fili,UFC Fight Night: Hermansson vs. Pyfer,L,Featherweight Bout,KO/TKO ,1,2:43,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/25259e230be9cdc9,1
UFC Fight Night: Hermansson vs. Pyfer,Dan Ige vs. Andre Fili,Dan Ige,1,11,19,11,19,0,0,0,0,1,Dan Ige vs. Andre Fili,Dan Ige,UFC Fight Night: Hermansson vs. Pyfer,W,Featherweight Bout,KO/TKO ,1,2:43,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/25259e230be9cdc9,1
UFC Fight Night: Hermansson vs. Pyfer,Robert Bryczek vs. Ihor Potieria,Ihor Potieria,1,67,168,77,181,0,4,0,0,157,Robert Bryczek vs. Ihor Potieria,Ihor Potieria,UFC Fight Night: Hermansson vs. Pyfer,W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Adalaide Byrd 27 - 30.Jacob Montalvo 27 - 30.Chris Flores 28 - 29.,http://ufcstats.com/fight-details/17050a7b673dc49d,1
UFC Fight Night: Hermansson vs. Pyfer,Robert Bryczek vs. Ihor Potieria,Robert Bryczek,0,32,133,41,143,0,0,0,0,30,Robert Bryczek vs. Ihor Potieria,Robert Bryczek,UFC Fight Night: Hermansson vs. Pyfer,L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Adalaide Byrd 27 - 30.Jacob Montalvo 27 - 30.Chris Flores 28 - 29.,http://ufcstats.com/fight-details/17050a7b673dc49d,1
UFC Fight Night: Hermansson vs. Pyfer,Brad Tavares vs. Gregory Rodrigues,Brad Tavares,0,37,84,42,90,0,0,0,0,0,Brad Tavares vs. Gregory Rodrigues,Brad Tavares,UFC Fight Night: Hermansson vs. Pyfer,L,Middleweight Bout,KO/TKO ,3,0:55,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/e7938bac3ec8b442,1
UFC Fight Night: Hermansson vs. Pyfer,Brad Tavares vs. Gregory Rodrigues,Gregory Rodrigues,0,71,123,79,135,2,6,0,0,198,Brad Tavares vs. Gregory Rodrigues,Gregory Rodrigues,UFC Fight Night: Hermansson vs. Pyfer,W,Middleweight Bout,KO/TKO ,3,0:55,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/e7938bac3ec8b442,1
UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson vs. Darrius Flowers,Darrius Flowers,0,33,64,52,86,0,2,0,0,43,Michael Johnson vs. Darrius Flowers,Darrius Flowers,UFC Fight Night: Hermansson vs. Pyfer,L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Eric Colon 27 - 30.Junichiro Kamijo 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/5304956aada097e8,1
UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson vs. Darrius Flowers,Michael Johnson,0,61,112,80,138,4,8,0,0,362,Michael Johnson vs. Darrius Flowers,Michael Johnson,UFC Fight Night: Hermansson vs. Pyfer,W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Eric Colon 27 - 30.Junichiro Kamijo 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/5304956aada097e8,1
UFC Fight Night: Hermansson vs. Pyfer,Rodolfo Vieira vs. Armen Petrosyan,Armen Petrosyan,0,9,20,14,25,0,0,0,0,0,Rodolfo Vieira vs. Armen Petrosyan,Armen Petrosyan,UFC Fight Night: Hermansson vs. Pyfer,L,Middleweight Bout,Submission ,1,4:48,3 Rnd (5-5-5),Mark Smith,Arm Triangle From Mount ,http://ufcstats.com/fight-details/9d8473ae274ed625,1
UFC Fight Night: Hermansson vs. Pyfer,Rodolfo Vieira vs. Armen Petrosyan,Rodolfo Vieira,0,6,11,14,21,3,3,1,0,166,Rodolfo Vieira vs. Armen Petrosyan,Rodolfo Vieira,UFC Fight Night: Hermansson vs. Pyfer,W,Middleweight Bout,Submission ,1,4:48,3 Rnd (5-5-5),Mark Smith,Arm Triangle From Mount ,http://ufcstats.com/fight-details/9d8473ae274ed625,1
UFC Fight Night: Hermansson vs. Pyfer,Trevin Giles vs. Carlos Prates,Carlos Prates,1,37,72,38,73,0,0,0,0,0,Trevin Giles vs. Carlos Prates,Carlos Prates,UFC Fight Night: Hermansson vs. Pyfer,W,Welterweight Bout,KO/TKO ,2,4:03,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance ,http://ufcstats.com/fight-details/246fef4b19c3a7ed,1
UFC Fight Night: Hermansson vs. Pyfer,Trevin Giles vs. Carlos Prates,Trevin Giles,0,68,102,70,105,0,2,0,0,88,Trevin Giles vs. Carlos Prates,Trevin Giles,UFC Fight Night: Hermansson vs. Pyfer,L,Welterweight Bout,KO/TKO ,2,4:03,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance ,http://ufcstats.com/fight-details/246fef4b19c3a7ed,1
UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki vs. Timmy Cuamba,Bolaji Oki,0,60,152,61,157,1,1,0,0,109,Bolaji Oki vs. Timmy Cuamba,Bolaji Oki,UFC Fight Night: Hermansson vs. Pyfer,W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29.Chris Lee 29 - 28.Chris Leben 28 - 29.,http://ufcstats.com/fight-details/edf46d6962be7e8d,1
UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki vs. Timmy Cuamba,Timmy Cuamba,0,33,94,35,96,1,6,0,0,115,Bolaji Oki vs. Timmy Cuamba,Timmy Cuamba,UFC Fight Night: Hermansson vs. Pyfer,L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29.Chris Lee 29 - 28.Chris Leben 28 - 29.,http://ufcstats.com/fight-details/edf46d6962be7e8d,1
UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee vs. Bruna Brasil,Bruna Brasil,0,28,63,52,99,1,2,0,0,149,Loma Lookboonmee vs. Bruna Brasil,Bruna Brasil,UFC Fight Night: Hermansson vs. Pyfer,L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Eric Colon 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/c3986c1a56a6e94d,1
UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee vs. Bruna Brasil,Loma Lookboonmee,0,58,112,73,131,1,2,0,0,55,Loma Lookboonmee vs. Bruna Brasil,Loma Lookboonmee,UFC Fight Night: Hermansson vs. Pyfer,W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Eric Colon 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/c3986c1a56a6e94d,1
UFC Fight Night: Hermansson vs. Pyfer,Devin Clark vs. Marcin Prachnio,Devin Clark,0,53,127,53,127,0,2,0,0,14,Devin Clark vs. Marcin Prachnio,Devin Clark,UFC Fight Night: Hermansson vs. Pyfer,L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30.Chris Lee 27 - 30.Jacob Montalvo 27 - 30.,http://ufcstats.com/fight-details/dbfd7616dec2b6d5,1
UFC Fight Night: Hermansson vs. Pyfer,Devin Clark vs. Marcin Prachnio,Marcin Prachnio,0,101,189,112,204,1,1,0,0,44,Devin Clark vs. Marcin Prachnio,Marcin Prachnio,UFC Fight Night: Hermansson vs. Pyfer,W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30.Chris Lee 27 - 30.Jacob Montalvo 27 - 30.,http://ufcstats.com/fight-details/dbfd7616dec2b6d5,1
UFC Fight Night: Hermansson vs. Pyfer,Max Griffin vs. Jeremiah Wells,Jeremiah Wells,0,32,86,43,97,1,2,0,0,100,Max Griffin vs. Jeremiah Wells,Jeremiah Wells,UFC Fight Night: Hermansson vs. Pyfer,L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 28 - 29.Sal D'amato 29 - 28.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/08f7a60bd84a6b3c,1
UFC Fight Night: Hermansson vs. Pyfer,Max Griffin vs. Jeremiah Wells,Max Griffin,0,26,53,36,65,1,2,0,0,100,Max Griffin vs. Jeremiah Wells,Max Griffin,UFC Fight Night: Hermansson vs. Pyfer,W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 28 - 29.Sal D'amato 29 - 28.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/08f7a60bd84a6b3c,1
UFC Fight Night: Hermansson vs. Pyfer,Zac Pauga vs. Bogdan Guskov,Bogdan Guskov,1,10,29,25,44,0,0,0,0,4,Zac Pauga vs. Bogdan Guskov,Bogdan Guskov,UFC Fight Night: Hermansson vs. Pyfer,W,Light Heavyweight Bout,KO/TKO ,1,3:38,3 Rnd (5-5-5),Mike Beltran,Punches to Head At Distance ,http://ufcstats.com/fight-details/ad26bf55ff201f4f,1
UFC Fight Night: Hermansson vs. Pyfer,Zac Pauga vs. Bogdan Guskov,Zac Pauga,0,17,26,19,28,0,2,0,0,64,Zac Pauga vs. Bogdan Guskov,Zac Pauga,UFC Fight Night: Hermansson vs. Pyfer,L,Light Heavyweight Bout,KO/TKO ,1,3:38,3 Rnd (5-5-5),Mike Beltran,Punches to Head At Distance ,http://ufcstats.com/fight-details/ad26bf55ff201f4f,1
UFC Fight Night: Hermansson vs. Pyfer,Fernie Garcia vs. Hyder Amil,Fernie Garcia,0,26,79,31,87,0,0,0,1,56,Fernie Garcia vs. Hyder Amil,Fernie Garcia,UFC Fight Night: Hermansson vs. Pyfer,L,Featherweight Bout,KO/TKO ,2,2:12,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/478a637045ad49fb,1
UFC Fight Night: Hermansson vs. Pyfer,Fernie Garcia vs. Hyder Amil,Hyder Amil,1,79,144,109,194,1,3,2,1,140,Fernie Garcia vs. Hyder Amil,Hyder Amil,UFC Fight Night: Hermansson vs. Pyfer,W,Featherweight Bout,KO/TKO ,2,2:12,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/478a637045ad49fb,1
UFC Fight Night: Hermansson vs. Pyfer,Daniel Marcos vs. Aoriqileng,Aoriqileng,0,45,95,45,96,0,0,0,0,38,Daniel Marcos vs. Aoriqileng,Aoriqileng,UFC Fight Night: Hermansson vs. Pyfer,NC,Bantamweight Bout,Could Not Continue ,2,3:28,3 Rnd (5-5-5),Jason Herzog,Low Blows to Aoriqileng,http://ufcstats.com/fight-details/6cd542650d886c22,1
UFC Fight Night: Hermansson vs. Pyfer,Daniel Marcos vs. Aoriqileng,Daniel Marcos,0,81,126,84,129,0,0,0,0,28,Daniel Marcos vs. Aoriqileng,Daniel Marcos,UFC Fight Night: Hermansson vs. Pyfer,NC,Bantamweight Bout,Could Not Continue ,2,3:28,3 Rnd (5-5-5),Jason Herzog,Low Blows to Aoriqileng,http://ufcstats.com/fight-details/6cd542650d886c22,1
